season,week,game_id,away_team,home_team,actual_away,actual_home,projected_away,projected_home,projected_margin,projected_total,fbs_fbs,data_confidence,market,line,pick_side,edge,result
2025,1,401756855,North Dakota,Kansas State,35.0,38.0,12.886,33.696,20.81,46.582,False,44.0,Spread,-27.5,AWAY,6.690268241521224,W
2025,1,401756855,North Dakota,Kansas State,35.0,38.0,12.886,33.696,20.81,46.582,False,44.0,Under,55.5,UNDER,8.917564983006272,L
2025,1,401756876,UT Martin,Oklahoma State,7.0,27.0,20.54,34.219,13.679,54.759,False,44.0,Under,56.5,UNDER,1.7408033631275401,W
2025,1,401756877,Arkansas-Pine Bluff,Texas Tech,7.0,67.0,8.534,59.404,50.87,67.937,False,44.0,Over,62.5,OVER,5.437327909801851,W
2025,1,401756878,Robert Morris,West Virginia,3.0,45.0,14.604,44.795,30.19,59.399,False,44.0,Spread,-43.5,AWAY,13.309641531855831,W
2025,1,401756878,Robert Morris,West Virginia,3.0,45.0,14.604,44.795,30.19,59.399,False,44.0,Over,58.5,OVER,0.898772453795786,L
2025,1,401757167,Central Connecticut,UConn,13.0,59.0,4.499,43.779,39.28,48.278,False,44.0,Spread,-29.5,HOME,9.779718146830334,W
2025,1,401757167,Central Connecticut,UConn,13.0,59.0,4.499,43.779,39.28,48.278,False,44.0,Under,51.5,UNDER,3.2224550106126344,L
2025,1,401757218,Sam Houston,Western Kentucky,24.0,41.0,21.373,24.432,3.058,45.805,True,44.0,Spread,-9.5,AWAY,6.441536837450386,L
2025,1,401757218,Sam Houston,Western Kentucky,24.0,41.0,21.373,24.432,3.058,45.805,True,44.0,Under,60.5,UNDER,14.695340725031585,L
2025,1,401757219,Delaware State,Delaware,17.0,35.0,14.62,37.393,22.773,52.013,False,44.0,Spread,-30.5,AWAY,7.727079364863471,W
2025,1,401757219,Delaware State,Delaware,17.0,35.0,14.62,37.393,22.773,52.013,False,44.0,Under,55.5,UNDER,3.4866077842191743,W
2025,1,401757220,Maine,Liberty,7.0,28.0,17.43,47.686,30.257,65.116,False,44.0,Spread,-25.5,HOME,4.75659089978717,L
2025,1,401757220,Maine,Liberty,7.0,28.0,17.43,47.686,30.257,65.116,False,44.0,Over,50.5,OVER,14.616058209125086,L
2025,1,401757221,SE Louisiana,Louisiana Tech,0.0,24.0,3.0,36.148,33.148,39.148,False,44.0,Spread,-14.5,HOME,18.647652077147654,W
2025,1,401757221,SE Louisiana,Louisiana Tech,0.0,24.0,3.0,36.148,33.148,39.148,False,44.0,Under,50.5,UNDER,11.352347922852346,W
2025,1,401757222,Austin Peay,Middle Tennessee,34.0,14.0,19.108,35.616,16.509,54.724,False,44.0,Spread,-16.5,HOME,0.008640643534675974,L
2025,1,401757222,Austin Peay,Middle Tennessee,34.0,14.0,19.108,35.616,16.509,54.724,False,44.0,Over,53.5,OVER,1.223764540535356,L
2025,1,401757223,Bryant,New Mexico State,3.0,19.0,33.374,25.173,-8.201,58.546,False,44.0,Spread,-19.5,AWAY,27.70125377012947,W
2025,1,401757223,Bryant,New Mexico State,3.0,19.0,33.374,25.173,-8.201,58.546,False,44.0,Over,52.5,OVER,6.04628447091072,L
2025,1,401757224,UNLV,Sam Houston,38.0,21.0,27.36,15.133,-12.226,42.493,True,44.0,Spread,13.5,HOME,1.2735707011206774,L
2025,1,401757224,UNLV,Sam Houston,38.0,21.0,27.36,15.133,-12.226,42.493,True,44.0,Under,58.5,UNDER,16.006634279810868,L
2025,1,401757225,UTEP,Utah State,16.0,28.0,24.459,38.535,14.076,62.994,True,44.0,Spread,-3.5,HOME,10.575833537033866,W
2025,1,401757225,UTEP,Utah State,16.0,28.0,24.459,38.535,14.076,62.994,True,44.0,Over,59.5,OVER,3.4941925085826924,L
2025,1,401757226,North Alabama,Western Kentucky,6.0,55.0,7.408,38.485,31.076,45.893,False,44.0,Spread,-27.5,HOME,3.576474316341308,W
2025,1,401757226,North Alabama,Western Kentucky,6.0,55.0,7.408,38.485,31.076,45.893,False,44.0,Under,60.5,UNDER,14.606875683693104,L
2025,1,401760357,Stony Brook,San Diego State,0.0,42.0,13.936,38.729,24.793,52.666,False,44.0,Under,53.5,UNDER,0.8341952528185601,W
2025,1,401760358,Central Michigan,San José State,16.0,14.0,17.488,29.85,12.362,47.338,True,44.0,Spread,-11.5,HOME,0.8621212876844382,L
